Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
MSan2 / LMF1,Q00653,Q00653,-0.049284414,0.049284414,1.38E-35,6.19E-36,270,Q00653,NFKB2,Nuclear factor NF-kappa-B p100 subunit,NFKB2_HUMAN,29,-3.358444152,0.966415558,MSan2,LMF1,"nucleus,nucleoplasm,cytoplasm,cytosol,Bcl3/NF-kappaB2 complex","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,transcription coactivator activity,protein binding","negative regulation of transcription from RNA polymerase II promoter,follicular dendritic cell differentiation,germinal center formation,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,inflammatory response,I-kappaB kinase/NF-kappaB signaling,aging,extracellular matrix organization,positive regulation of type I interferon production,response to lipopolysaccharide,response to cytokine,NIK/NF-kappaB signaling,innate immune response,positive regulation of transcription from RNA polymerase II promoter,rhythmic process,spleen development,positive regulation of NF-kappaB transcription factor activity"
MSan2 / LMF1,Q15628,Q15628,2.892226222,2.892226222,1.41E-35,6.30E-36,144,Q15628,TRADD,Tumor necrosis factor receptor type 1-associated DEATH domain protein,TRADD_HUMAN,10,642.4151863,7.424151863,MSan2,LMF1,"nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,death-inducing signaling complex,receptor complex,membrane raft","signal transducer activity,tumor necrosis factor receptor binding,protein binding,kinase binding,protein complex binding,identical protein binding,binding, bridging,death domain binding","apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,signal transduction,I-kappaB kinase/NF-kappaB signaling,extrinsic apoptotic signaling pathway via death domain receptors,regulation of tumor necrosis factor-mediated signaling pathway,tumor necrosis factor-mediated signaling pathway,positive regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of NF-kappaB transcription factor activity,protein heterooligomerization,positive regulation of hair follicle development,regulation of necroptotic process,death-inducing signaling complex assembly,extrinsic apoptotic signaling pathway,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors"
MSan2 / LMF1,P21359,P21359,-1.01473663,1.01473663,1.57E-35,7.01E-36,630,P21359,NF1,Neurofibromin,NF1_HUMAN,94,-50.50813307,0.494918669,MSan2,LMF1,"nucleus,nucleolus,cytoplasm,cytosol,membrane,axon,dendrite,intrinsic component of the cytoplasmic side of the plasma membrane,presynapse","GTPase activator activity,protein binding,phosphatidylethanolamine binding,phosphatidylcholine binding","MAPK cascade,osteoblast differentiation,metanephros development,response to hypoxia,liver development,negative regulation of endothelial cell proliferation,positive regulation of endothelial cell proliferation,regulation of cell-matrix adhesion,negative regulation of cell-matrix adhesion,negative regulation of protein kinase activity,cell communication,Ras protein signal transduction,negative regulation of neuroblast proliferation,brain development,peripheral nervous system development,heart development,skeletal muscle tissue development,visual learning,extrinsic apoptotic signaling pathway via death domain receptors,regulation of gene expression,Schwann cell development,phosphatidylinositol 3-kinase signaling,negative regulation of angiogenesis,spinal cord development,amygdala development,forebrain astrocyte development,neural tube development,cerebral cortex development,myelination in peripheral nervous system,actin cytoskeleton organization,extracellular matrix organization,collagen fibril organization,adrenal gland development,negative regulation of cell migration,regulation of synaptic transmission, GABAergic,cellular response to heat,negative regulation of Rac protein signal transduction,wound healing,negative regulation of transcription factor import into nucleus,positive regulation of apoptotic process,regulation of GTPase activity,negative regulation of MAP kinase activity,negative regulation of MAPK cascade,pigmentation,positive regulation of neuron apoptotic process,regulation of blood vessel endothelial cell migration,positive regulation of GTPase activity,regulation of bone resorption,negative regulation of osteoclast differentiation,regulation of glial cell differentiation,positive regulation of adenylate cyclase activity,regulation of angiogenesis,negative regulation of Ras protein signal transduction,negative regulation of neurotransmitter secretion,negative regulation of fibroblast proliferation,regulation of long-term neuronal synaptic plasticity,sympathetic nervous system development,camera-type eye morphogenesis,negative regulation of astrocyte differentiation,negative regulation of oligodendrocyte differentiation,smooth muscle tissue development,hair follicle maturation,artery morphogenesis,forebrain morphogenesis,cognition,gamma-aminobutyric acid secretion, neurotransmission,glutamate secretion, neurotransmission,observational learning,regulation of long-term synaptic potentiation,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand"
MSan2 / LMF1,Q9BYV8,Q9BYV8,-0.811370573,0.811370573,1.60E-35,7.15E-36,144,Q9BYV8,CEP41,Centrosomal protein of 41 kDa,CEP41_HUMAN,7,-43.01597527,0.569840247,MSan2,LMF1,"centrosome,centriole,cytosol,cilium,membrane,ciliary basal body",protein binding,"G2/M transition of mitotic cell cycle,protein transport,protein polyglutamylation,cilium morphogenesis,ciliary basal body docking"
MSan2 / LMF1,P04632,P04632,1.109280048,1.109280048,1.75E-35,7.82E-36,288,P04632,CAPNS1,Calpain small subunit 1,CPNS1_HUMAN,18,115.7379602,2.157379602,MSan2,LMF1,"cytosol,plasma membrane,membrane,extracellular exosome","endopeptidase activity,calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding","proteolysis,positive regulation of cell proliferation,regulation of macroautophagy,extracellular matrix disassembly,cornification"
MSan2 / LMF1,Q86UU1,Q86UU1,-1.496443841,1.496443841,1.86E-35,8.30E-36,180,Q86UU1,PHLDB1,Pleckstrin homology-like domain family B member 1,PHLB1_HUMAN,23,-64.5574046,0.354425954,MSan2,LMF1,basal cortex,,"regulation of gastrulation,regulation of epithelial to mesenchymal transition,regulation of microtubule cytoskeleton organization,positive regulation of basement membrane assembly involved in embryonic body morphogenesis"
MSan2 / LMF1,Q8N1G2,Q8N1G2,-1.178546976,1.178546976,1.96E-35,8.74E-36,270,Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,CMTR1_HUMAN,26,-55.82037667,0.441796233,MSan2,LMF1,"nucleus,nucleoplasm,cytosol","nucleic acid binding,mRNA (nucleoside-2'-O-)-methyltransferase activity","7-methylguanosine mRNA capping,mRNA methylation,cap1 mRNA methylation"
MSan2 / LMF1,O75083,O75083,1.188536117,1.188536117,2.00E-35,8.89E-36,810,O75083,WDR1,WD repeat-containing protein 1,WDR1_HUMAN,47,127.9213572,2.279213572,MSan2,LMF1,"podosome,extracellular region,cytosol,cell-cell junction,cortical actin cytoskeleton,actomyosin, actin portion,cell projection,myelin sheath,extracellular exosome",actin filament binding,"neutrophil mediated immunity,platelet degranulation,sensory perception of sound,regulation of cell shape,actin filament fragmentation,platelet formation,regulation of actin filament depolymerization,positive regulation of actin filament depolymerization,cortical cytoskeleton organization,locomotion,establishment of planar polarity of follicular epithelium,apical junction assembly,maintenance of epithelial cell apical/basal polarity,sarcomere organization,regulation of oligodendrocyte differentiation,regulation of ventricular cardiac muscle cell membrane repolarization,neutrophil migration"
MSan2 / LMF1,Q9P035,Q9P035,-1.658446003,1.658446003,2.63E-35,1.17E-35,252,Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3_HUMAN,12,-68.3219816,0.316780184,MSan2,LMF1,"mitochondrion,endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,focal adhesion,integral component of membrane,nuclear membrane","GTPase activator activity,protein binding,3-hydroxyacyl-CoA dehydratase activity,enzyme binding,3-hydroxy-behenoyl-CoA dehydratase activity,3-hydroxy-lignoceroyl-CoA dehydratase activity","I-kappaB kinase/NF-kappaB signaling,activation of JUN kinase activity,small GTPase mediated signal transduction,Rho protein signal transduction,Rac protein signal transduction,fatty acid elongation,very long-chain fatty acid biosynthetic process,positive regulation of GTPase activity,positive regulation of viral genome replication,positive regulation by virus of viral protein levels in host cell"
MSan2 / LMF1,P29218,P29218,-0.882692287,0.882692287,2.73E-35,1.21E-35,342,P29218,IMPA1,Inositol monophosphatase 1,IMPA1_HUMAN,16,-45.76456291,0.542354371,MSan2,LMF1,"cytoplasm,cytosol,extracellular exosome","magnesium ion binding,protein binding,inositol monophosphate 1-phosphatase activity,manganese ion binding,lithium ion binding,identical protein binding,protein homodimerization activity,inositol monophosphate 3-phosphatase activity,inositol monophosphate 4-phosphatase activity,inositol monophosphate phosphatase activity","inositol metabolic process,inositol biosynthetic process,phosphatidylinositol biosynthetic process,phosphate-containing compound metabolic process,signal transduction,inositol phosphate metabolic process,phosphatidylinositol phosphorylation,inositol phosphate dephosphorylation"
MSan2 / LMF1,Q8TDX7,Q8TDX7,1.763195911,1.763195911,2.75E-35,1.22E-35,162,Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7,NEK7_HUMAN,15,239.449253,3.39449253,MSan2,LMF1,"spindle pole,nucleoplasm,cytoplasm,microtubule organizing center,microtubule","protein serine/threonine kinase activity,ATP binding,metal ion binding","cytokinesis,protein phosphorylation,regulation of mitotic cell cycle,positive regulation of telomere maintenance via telomerase,spindle assembly,positive regulation of telomerase activity,positive regulation of telomere capping"
MSan2 / LMF1,P23634,P23634,-1.408639922,1.408639922,3.00E-35,1.33E-35,288,P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4,AT2B4_HUMAN,27,-62.33333839,0.376666616,MSan2,LMF1,"plasma membrane,integral component of plasma membrane,caveola,membrane,basolateral plasma membrane,Z disc,T-tubule,sperm flagellum,neuron projection,intracellular membrane-bounded organelle,protein complex,sperm principal piece","calcium-transporting ATPase activity,protein binding,calmodulin binding,ATP binding,protein kinase binding,PDZ domain binding,protein phosphatase 2B binding,nitric-oxide synthase inhibitor activity,metal ion binding,nitric-oxide synthase binding,scaffold protein binding,sodium channel regulator activity","neural retina development,regulation of transcription from RNA polymerase II promoter,cellular calcium ion homeostasis,spermatogenesis,negative regulation of nitric oxide mediated signal transduction,hippocampus development,flagellated sperm motility,positive regulation of peptidyl-serine phosphorylation,ion transmembrane transport,negative regulation of nitric oxide biosynthetic process,negative regulation of nitric-oxide synthase activity,response to hydrostatic pressure,calcium ion transmembrane transport,negative regulation of calcineurin-NFAT signaling cascade,cellular response to epinephrine stimulus,calcium ion transmembrane import into cytosol,calcium ion import across plasma membrane,negative regulation of the force of heart contraction,Requires Ontology,negative regulation of arginine catabolic process,negative regulation of adrenergic receptor signaling pathway involved in heart process,calcium ion export,negative regulation of peptidyl-cysteine S-nitrosylation,regulation of sodium ion transmembrane transport,regulation of cell cycle G1/S phase transition,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of citrulline biosynthetic process,regulation of cardiac conduction,positive regulation of cAMP-dependent protein kinase activity"
MSan2 / LMF1,P11233,P11233,-1.716719351,1.716719351,3.02E-35,1.34E-35,108,P11233,RALA,Ras-related protein Ral-A,RALA_HUMAN,5,-69.5760232,0.304239768,MSan2,LMF1,"plasma membrane,focal adhesion,cell surface,midbody,cytoplasmic vesicle membrane,cleavage furrow,myelin sheath,extracellular exosome,endocytic vesicle","GTPase activity,protein binding,GTP binding,myosin binding,GDP binding,ubiquitin protein ligase binding,Edg-2 lysophosphatidic acid receptor binding,ATPase binding","cytokinesis,neural tube closure,exocytosis,chemotaxis,signal transduction,Ras protein signal transduction,viral process,regulation of exocytosis,actin cytoskeleton reorganization,positive regulation of filopodium assembly,membrane raft localization,membrane organization"
MSan2 / LMF1,Q2TAY7,Q2TAY7,-0.904274652,0.904274652,3.93E-35,1.74E-35,468,Q2TAY7,SMU1,WD40 repeat-containing protein SMU1,SMU1_HUMAN,22,-46.56987311,0.534301269,MSan2,LMF1,"nucleus,cytoplasm",protein binding,
MSan2 / LMF1,P41250,P41250,-0.438380134,0.438380134,4.33E-35,1.91E-35,882,P41250,GARS1,Glycine--tRNA ligase,GARS_HUMAN,46,-26.20372679,0.737962732,MSan2,LMF1,"cytoplasm,mitochondrial matrix,cytosol,secretory granule,axon,extracellular exosome","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,glycine-tRNA ligase activity,ATP binding,protein dimerization activity","tRNA aminoacylation for protein translation,glycyl-tRNA aminoacylation,diadenosine tetraphosphate biosynthetic process"
MSan2 / LMF1,P40261,P40261,3.437587973,3.437587973,4.64E-35,2.05E-35,108,P40261,NNMT,Nicotinamide N-methyltransferase,NNMT_HUMAN,12,983.4705035,10.83470503,MSan2,LMF1,cytosol,"nicotinamide N-methyltransferase activity,pyridine N-methyltransferase activity","response to organonitrogen compound,animal organ regeneration,methylation,NAD biosynthesis via nicotinamide riboside salvage pathway,response to drug"
MSan2 / LMF1,Q9BTE6,Q9BTE6,-0.076858238,0.076858238,4.86E-35,2.14E-35,288,Q9BTE6,AARSD1,Alanyl-tRNA editing protein Aarsd1,AASD1_HUMAN,16,-5.187987552,0.948120124,MSan2,LMF1,"nucleus,cytoplasm","Ser-tRNA(Ala) hydrolase activity,molecular_function,nucleic acid binding,alanine-tRNA ligase activity,ATP binding,metal ion binding","alanyl-tRNA aminoacylation,regulation of translational fidelity,biological_process"
MSan2 / LMF1,O00423,O00423,-2.066920865,2.066920865,5.98E-35,2.64E-35,270,O00423,EML1,Echinoderm microtubule-associated protein-like 1,EMAL1_HUMAN,19,-76.13316554,0.238668345,MSan2,LMF1,"cytosol,microtubule,microtubule associated complex,perinuclear region of cytoplasm,microtubule cytoskeleton,mitotic spindle pole,mitotic spindle midzone","calcium ion binding,protein binding,microtubule binding,tubulin binding","microtubule cytoskeleton organization,hematopoietic progenitor cell differentiation,mitotic spindle organization,neuroblast proliferation,brain development"
MSan2 / LMF1,P12955,P12955,1.677035406,1.677035406,6.78E-35,2.99E-35,432,P12955,PEPD,Xaa-Pro dipeptidase,PEPD_HUMAN,27,219.7701797,3.197701797,MSan2,LMF1,extracellular exosome,"aminopeptidase activity,metallocarboxypeptidase activity,protein binding,manganese ion binding,proline dipeptidase activity","proteolysis,cellular amino acid metabolic process,collagen catabolic process"
MSan2 / LMF1,Q13564,Q13564,-0.697516846,0.697516846,7.21E-35,3.17E-35,414,Q13564,NAE1,NEDD8-activating enzyme E1 regulatory subunit,ULA1_HUMAN,26,-38.33673637,0.616632636,MSan2,LMF1,"cytoplasm,plasma membrane","protein binding,ubiquitin protein ligase binding,protein heterodimerization activity,NEDD8 activating enzyme activity","signal transduction,mitotic DNA replication checkpoint,regulation of apoptotic process,regulation of neuron apoptotic process,protein neddylation,neuron apoptotic process"
MSan2 / LMF1,P51580,P51580,2.141567779,2.141567779,7.72E-35,3.40E-35,180,P51580,TPMT,Thiopurine S-methyltransferase,TPMT_HUMAN,18,341.2412836,4.412412836,MSan2,LMF1,"cytosol,extracellular exosome",thiopurine S-methyltransferase activity,"nucleobase-containing compound metabolic process,methylation"
MSan2 / LMF1,P26583,P26583,-1.557187418,1.557187418,7.98E-35,3.51E-35,234,P26583,HMGB2,High mobility group protein B2,HMGB2_HUMAN,13,-66.01870869,0.339812913,MSan2,LMF1,"nuclear chromatin,condensed chromosome,extracellular space,cell,nucleus,nucleoplasm,nucleolus,cytoplasm,protein complex,perinuclear region of cytoplasm","four-way junction DNA binding,enhancer sequence-specific DNA binding,DNA binding,damaged DNA binding,double-stranded DNA binding,single-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,RNA binding,protein binding,transcription factor binding,drug binding,DNA binding, bending,protein domain specific binding,chemoattractant activity,transcription regulatory region DNA binding,non-sequence-specific DNA binding, bending,RAGE receptor binding,supercoiled DNA binding","positive regulation of endothelial cell proliferation,inflammatory response to antigenic stimulus,DNA topological change,apoptotic DNA fragmentation,chromatin organization,nucleosome assembly,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,spermatid nucleus differentiation,male gonad development,positive regulation of nuclease activity,DNA geometric change,response to lipopolysaccharide,positive regulation of interferon-beta production,V(D)J recombination,response to drug,positive regulation of DNA binding,innate immune response,positive regulation of innate immune response,positive regulation of erythrocyte differentiation,positive regulation of megakaryocyte differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,response to steroid hormone,regulation of neurogenesis,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,positive chemotaxis,DNA ligation involved in DNA repair,cell chemotaxis,cellular response to lipopolysaccharide,regulation of stem cell proliferation,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors"
MSan2 / LMF1,P62826,P62826,-0.445073621,0.445073621,8.23E-35,3.62E-35,360,P62826,RAN,GTP-binding nuclear protein Ran,RAN_HUMAN,19,-26.54531683,0.734546832,MSan2,LMF1,"male germ cell nucleus,manchette,nucleus,nuclear pore,nucleoplasm,nucleolus,cytoplasm,centriole,cytosol,membrane,midbody,extracellular matrix,sperm flagellum,melanosome,RNA nuclear export complex,recycling endosome,extracellular exosome,Flemming body,chromatin","chromatin binding,transcription coactivator activity,RNA binding,GTPase activity,protein binding,GTP binding,GDP binding,protein domain specific binding,protein complex binding,cadherin binding,dynein intermediate chain binding,androgen receptor binding,importin-alpha family protein binding,protein transmembrane transporter activity,pre-miRNA binding,pre-miRNA transporter activity","ribosomal large subunit export from nucleus,ribosomal small subunit export from nucleus,protein import into nucleus, translocation,DNA metabolic process,tRNA export from nucleus,protein import into nucleus,protein export from nucleus,mitotic spindle organization,mitotic nuclear division,small GTPase mediated signal transduction,spermatid development,viral process,hippocampus development,actin cytoskeleton organization,androgen receptor signaling pathway,gene silencing by RNA,positive regulation of protein binding,cellular protein complex localization,pre-miRNA export from nucleus,positive regulation of transcription, DNA-templated,cell division,cellular response to mineralocorticoid stimulus,protein transmembrane transport,intracellular transport of virus,protein localization to nucleolus"
MSan2 / LMF1,O75882,O75882,-1.034195039,1.034195039,8.50E-35,3.73E-35,270,O75882,ATRN,Attractin,ATRN_HUMAN,29,-51.17117521,0.488288248,MSan2,LMF1,"extracellular space,cytoplasm,plasma membrane,integral component of plasma membrane,extracellular exosome","receptor activity,carbohydrate binding","inflammatory response,response to oxidative stress,cerebellum development,regulation of multicellular organism growth,myelination,pigmentation"
MSan2 / LMF1,Q96BZ4,Q96BZ4,4.511193923,4.511193923,8.76E-35,3.84E-35,72,Q96BZ4,PLD4,5'-3' exonuclease PLD4,PLD4_HUMAN,7,2180.366683,22.80366683,MSan2,LMF1,"endoplasmic reticulum membrane,integral component of membrane","phosphatidylinositol phospholipase C activity,phospholipase D activity,N-acylphosphatidylethanolamine-specific phospholipase D activity","lipid catabolic process,inositol phosphate metabolic process"
MSan2 / LMF1,Q7L7X3,Q7L7X3,-0.689436516,0.689436516,1.00E-34,4.40E-35,234,Q7L7X3,TAOK1,Serine/threonine-protein kinase TAO1,TAOK1_HUMAN,20,-37.9904002,0.620095998,MSan2,LMF1,"cytoplasm,cytosol,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,receptor signaling protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,transferase activity","DNA repair,protein phosphorylation,cellular response to DNA damage stimulus,sister chromatid cohesion,signal transduction by protein phosphorylation,G2 DNA damage checkpoint,positive regulation of stress-activated MAPK cascade,positive regulation of JNK cascade,regulation of cytoskeleton organization,execution phase of apoptosis,spindle checkpoint"
MSan2 / LMF1,Q9NUP9,Q9NUP9,-3.078738908,3.078738908,1.10E-34,4.80E-35,90,Q9NUP9,LIN7C,Protein lin-7 homolog C,LIN7C_HUMAN,6,-88.16393777,0.118360622,MSan2,LMF1,"cytoplasm,plasma membrane,cell-cell junction,bicellular tight junction,postsynaptic density,basolateral plasma membrane,neuron projection,synapse,postsynaptic membrane,extracellular exosome,MPP7-DLG1-LIN7 complex,presynapse","cytoskeletal protein binding,protein domain specific binding,PDZ domain binding,L27 domain binding","morphogenesis of an epithelial sheet,exocytosis,neurotransmitter secretion,protein transport,maintenance of epithelial cell apical/basal polarity,protein localization to basolateral plasma membrane"
MSan2 / LMF1,P56545,P56545,-2.120512645,2.120512645,1.18E-34,5.17E-35,162,P56545,CTBP2,C-terminal-binding protein 2,CTBP2_HUMAN,19,-77.00348173,0.229965183,MSan2,LMF1,"nucleus,transcriptional repressor complex,cell junction,ribbon synapse","chromatin binding,transcription coactivator activity,transcription corepressor activity,protein binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,retinoic acid receptor binding,NAD binding","transcription, DNA-templated,negative regulation of cell proliferation,viral genome replication,positive regulation of chromatin binding,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of retinoic acid receptor signaling pathway,white fat cell differentiation,oxidation-reduction process"
MSan2 / LMF1,P25325,P25325,-0.536535908,0.536535908,1.22E-34,5.33E-35,306,P25325,MPST,3-mercaptopyruvate sulfurtransferase,THTM_HUMAN,17,-31.05756824,0.689424318,MSan2,LMF1,"mitochondrion,cytosol,cell junction,neuron projection,synapse,extracellular exosome","thiosulfate sulfurtransferase activity,3-mercaptopyruvate sulfurtransferase activity,identical protein binding","kidney development,liver development,cyanate catabolic process,response to toxic substance,transsulfuration,spinal cord development,hydrogen sulfide biosynthetic process"
MSan2 / LMF1,O14744,O14744,-0.816787549,0.816787549,1.33E-34,5.82E-35,558,O14744,PRMT5,Protein arginine N-methyltransferase 5,ANM5_HUMAN,36,-43.22953552,0.567704645,MSan2,LMF1,"nucleus,nucleoplasm,cytoplasm,Golgi apparatus,cytosol,methylosome,histone methyltransferase complex,protein complex","core promoter sequence-specific DNA binding,transcription corepressor activity,protein binding,methyltransferase activity,methyl-CpG binding,histone-arginine N-methyltransferase activity,protein-arginine N-methyltransferase activity,protein complex binding,protein-arginine omega-N symmetric methyltransferase activity,ribonucleoprotein complex binding,histone methyltransferase activity (H4-R3 specific),protein heterodimerization activity","spliceosomal snRNP assembly,DNA-templated transcription, termination,regulation of transcription, DNA-templated,regulation of mitotic nuclear division,cell proliferation,peptidyl-arginine methylation,peptidyl-arginine methylation, to symmetrical-dimethyl arginine,circadian regulation of gene expression,peptidyl-arginine N-methylation,endothelial cell activation,histone H4-R3 methylation,regulation of DNA methylation,negative regulation of cell differentiation,positive regulation of oligodendrocyte differentiation,regulation of ERK1 and ERK2 cascade,Golgi ribbon formation,liver regeneration,regulation of signal transduction by p53 class mediator,negative regulation of nucleic acid-templated transcription,positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"
MSan2 / LMF1,O95479,O95479,2.349283357,2.349283357,1.48E-34,6.46E-35,270,O95479,H6PD,GDH/6PGL endoplasmic bifunctional protein,G6PE_HUMAN,28,409.5710642,5.095710642,MSan2,LMF1,endoplasmic reticulum lumen,"glucose-6-phosphate dehydrogenase activity,6-phosphogluconolactonase activity,glucose 1-dehydrogenase [NAD(P)] activity,NADP binding","glucose metabolic process,pentose-phosphate shunt,oxidation-reduction process"
MSan2 / LMF1,Q07157,Q07157,-0.550539044,0.550539044,1.48E-34,6.47E-35,630,Q07157,TJP1,Tight junction protein ZO-1,ZO1_HUMAN,73,-31.72350255,0.682764974,MSan2,LMF1,"cytoplasm,cytosol,plasma membrane,cell-cell adherens junction,gap junction,bicellular tight junction,basolateral plasma membrane,cell junction,apical junction complex,apical part of cell","protein binding,calmodulin binding,cadherin binding","cell-cell junction assembly,hippo signaling,establishment of endothelial intestinal barrier,cell-cell signaling involved in cell-cell junction organization"
MSan2 / LMF1,P16870,P16870,-3.363735523,3.363735523,1.80E-34,7.84E-35,126,P16870,CPE,Carboxypeptidase E,CBPE_HUMAN,8,-90.28562845,0.097143716,MSan2,LMF1,"extracellular space,nucleus,Golgi apparatus,plasma membrane,secretory granule,transport vesicle membrane,secretory granule membrane,neuronal cell body,extracellular exosome,synaptic membrane","carboxypeptidase activity,metallocarboxypeptidase activity,zinc ion binding,neurexin family protein binding,cell adhesion molecule binding","cardiac left ventricle morphogenesis,cellular protein modification process,neuropeptide signaling pathway,metabolic process,Wnt signaling pathway,insulin processing,protein localization to membrane"
MSan2 / LMF1,Q9UH62,Q9UH62,-1.643672464,1.643672464,1.83E-34,7.95E-35,180,Q9UH62,ARMCX3,Armadillo repeat-containing X-linked protein 3,ARMX3_HUMAN,15,-67.99592458,0.320040754,MSan2,LMF1,integral component of mitochondrial outer membrane,,"cellular protein localization,positive regulation of transcription from RNA polymerase II promoter"
MSan2 / LMF1,Q9NYF8,Q9NYF8,-1.180471317,1.180471317,2.12E-34,9.21E-35,486,Q9NYF8,BCLAF1,Bcl-2-associated transcription factor 1,BCLF1_HUMAN,34,-55.87926642,0.441207336,MSan2,LMF1,"nucleus,nucleoplasm,cytoplasm,nuclear speck","DNA binding,RNA binding,protein binding","transcription, DNA-templated,apoptotic process,positive regulation of apoptotic process,regulation of DNA-templated transcription in response to stress,negative regulation of transcription, DNA-templated,positive regulation of DNA-templated transcription, initiation,positive regulation of response to DNA damage stimulus,positive regulation of intrinsic apoptotic signaling pathway"
MSan2 / LMF1,Q8N423,Q8N423,2.514362252,2.514362252,2.26E-34,9.84E-35,90,Q8N423,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,LIRB2_HUMAN,6,471.3450352,5.713450352,MSan2,LMF1,"extracellular space,cytoplasm,plasma membrane,integral component of plasma membrane,cell surface,membrane,tertiary granule membrane,ficolin-1-rich granule membrane","receptor activity,protein binding,protein phosphatase 1 binding,MHC class Ib protein binding,inhibitory MHC class I receptor activity,MHC class I protein binding,cell adhesion molecule binding","adaptive immune response,negative regulation of antigen processing and presentation,positive regulation of tolerance induction,positive regulation of T cell tolerance induction,immune response-inhibiting cell surface receptor signaling pathway,Fc receptor mediated inhibitory signaling pathway,immune response,cellular defense response,signal transduction,cell surface receptor signaling pathway,cell-cell signaling,positive regulation of interleukin-6 production,heterotypic cell-cell adhesion,positive regulation of T cell proliferation,negative regulation of T cell proliferation,neutrophil degranulation,positive regulation of regulatory T cell differentiation,regulation of immune response,negative regulation of immune response,negative regulation of calcium ion transport,cellular response to lipopolysaccharide,regulation of dendritic cell differentiation"
MSan2 / LMF1,Q9BT78,Q9BT78,-0.529193326,0.529193326,2.43E-34,1.06E-34,522,Q9BT78,COPS4,COP9 signalosome complex subunit 4,CSN4_HUMAN,27,-30.705792,0.69294208,MSan2,LMF1,"nucleus,nucleoplasm,cytosol,synaptic vesicle,COP9 signalosome,nuclear speck,cell junction,extracellular exosome","protein binding,NEDD8-specific protease activity","protein deneddylation,nucleotide-excision repair, DNA damage recognition,transcription-coupled nucleotide-excision repair"
MSan2 / LMF1,Q9UMS0,Q9UMS0,1.744566608,1.744566608,2.84E-34,1.23E-34,90,Q9UMS0,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",NFU1_HUMAN,6,235.094175,3.35094175,MSan2,LMF1,"nucleus,nucleoplasm,mitochondrion,cytosol","iron ion binding,protein binding,4 iron, 4 sulfur cluster binding",iron-sulfur cluster assembly
MSan2 / LMF1,P40926,P40926,0.762147766,0.762147766,3.05E-34,1.32E-34,612,P40926,MDH2,"Malate dehydrogenase, mitochondrial",MDHM_HUMAN,30,69.60136327,1.696013633,MSan2,LMF1,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,myelin sheath,extracellular exosome","RNA binding,L-malate dehydrogenase activity,protein self-association,malate dehydrogenase (NADP+) activity","gluconeogenesis,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,internal protein amino acid acetylation,NADH metabolic process"
MSan2 / LMF1,Q6UXV4,Q6UXV4,0.95891371,0.95891371,3.12E-34,1.35E-34,234,Q6UXV4,APOOL,MICOS complex subunit MIC27,MIC27_HUMAN,14,94.3845708,1.943845708,MSan2,LMF1,"extracellular region,mitochondrion,platelet alpha granule lumen,MICOS complex",protein binding,"platelet degranulation,cristae formation"
