PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Crym,Ketimine reductase mu-crystallin,O54983,CRYM_MOUSE,"nucleus,cytoplasm,mitochondrion,cytosol,extracellular exosome","negative regulation of transcription from RNA polymerase II promoter,sensory perception of sound,thyroid hormone metabolic process,oxidation-reduction process,thyroid hormone transport","transcription corepressor activity,oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor,hormone binding,protein homodimerization activity,thiomorpholine-carboxylate dehydrogenase activity,NADP binding,thyroid hormone binding",1.2687297916475895E-31,5,5,5,3,5,4,6,6,5,5,5,3,5,4,6,6,25.0367431640625,21.468975067138672,28.312076568603516,5.784723281860352,22.838930130004883,24.35932731628418,22.932270050048828,22.504379272460938
Asna1,ATPase Asna1,O54984,ASNA_MOUSE,"nucleus,nucleolus,endoplasmic reticulum,extracellular exosome",transport,"ATP binding,ATPase activity,metal ion binding",3.5931657420842154E-36,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,184.94322204589844,247.62008666992188,215.1680450439453,216.58969116210938,225.75909423828125,194.92172241210938,201.0962371826172,166.6217498779297
Slk,STE20-like serine/threonine-protein kinase;Isoform 2 of STE20-like serine/threonine-protein kinase,O54988;O54988-2,SLK_MOUSE,"cytoplasm,cell leading edge,perinuclear region of cytoplasm,extracellular exosome;","apoptotic process,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,regulation of cell migration,stress-activated protein kinase signaling cascade,cytoplasmic microtubule organization,activation of protein kinase activity,regulation of apoptotic process,protein autophosphorylation,regulation of focal adhesion assembly;","protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein homodimerization activity,cadherin binding;",5.701026556439055E-16,11,12,9,10,10,6,13,12,11,12,9,10,10,6,13,12,26.67374610900879,27.1487979888916,22.73480987548828,38.33957290649414,28.37542152404785,31.20766830444336,28.506227493286133,26.540971755981445
Trappc3,Trafficking protein particle complex subunit 3,O55013,TPPC3_MOUSE,"Golgi membrane,endoplasmic reticulum,Golgi apparatus,cytosol,TRAPP complex",ER to Golgi vesicle-mediated transport,protein binding,7.453131231775055E-53,4,5,3,4,5,3,5,3,4,5,3,4,5,3,5,3,67.14024353027344,107.81416320800781,105.76025390625,126.794677734375,120.42919921875,109.95361328125,122.97216033935547,104.38391876220703
Pgrmc1,Membrane-associated progesterone receptor component 1,O55022,PGRC1_MOUSE,"endoplasmic reticulum membrane,endomembrane system,membrane,integral component of membrane,organelle membrane,extracellular exosome",,"steroid binding,heme binding",5.384179509123829E-23,5,6,6,4,6,6,5,6,5,6,6,4,6,6,5,6,336.5498962402344,331.1048889160156,283.5288391113281,198.2349090576172,375.9610290527344,310.82647705078125,297.1063537597656,280.3480224609375
Entpd2,Ectonucleoside triphosphate diphosphohydrolase 2,O55026,ENTP2_MOUSE,"basal lamina,plasma membrane,integral component of membrane,extracellular exosome","G-protein coupled receptor signaling pathway,purine ribonucleoside diphosphate catabolic process,platelet activation","protein binding,ATP binding,nucleoside-diphosphatase activity,nucleoside-triphosphatase activity",2.897675528960166E-28,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,28.832202911376953,7.983850479125977,20.20146369934082,24.770156860351562,9.838345527648926,11.251092910766602,20.98574447631836,13.670611381530762
Copb2,Coatomer subunit beta',O55029,COPB2_MOUSE,"Golgi membrane,Golgi apparatus,cytosol,COPI vesicle coat","intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,intra-Golgi vesicle-mediated transport,toxin transport",structural molecule activity,1.3319617498958393E-38,22,24,20,25,20,22,26,26,22,24,20,25,20,22,26,26,149.50343322753906,174.95697021484375,148.2554168701172,303.30096435546875,133.89190673828125,208.8303985595703,223.2737274169922,262.4635925292969
Snca,Alpha-synuclein;Isoform 2 of Alpha-synuclein,O55042;O55042-2,SYUA_MOUSE,"extracellular region,extracellular space,nucleus,nuclear outer membrane,cytoplasm,mitochondrion,rough endoplasmic reticulum,Golgi apparatus,cytosol,ribosome,cytoskeleton,plasma membrane,cell cortex,synaptic vesicle,actin cytoskeleton,membrane,inclusion body,cell junction,axon,growth cone,neuronal cell body,terminal bouton,synapse,perinuclear region of cytoplasm,postsynapse,supramolecular fiber,platelet alpha granule membrane;","microglial cell activation,positive regulation of receptor recycling,negative regulation of protein phosphorylation,positive regulation of neurotransmitter secretion,synaptic transmission, dopaminergic,fatty acid metabolic process,neutral lipid metabolic process,phospholipid metabolic process,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,mitochondrial membrane organization,chemical synaptic transmission,aging,adult locomotory behavior,response to iron(II) ion,regulation of phospholipase activity,negative regulation of platelet-derived growth factor receptor signaling pathway,regulation of glutamate secretion,regulation of dopamine secretion,negative regulation of microtubule polymerization,receptor internalization,protein destabilization,response to magnesium ion,negative regulation of transporter activity,response to lipopolysaccharide,negative regulation of monooxygenase activity,positive regulation of peptidyl-serine phosphorylation,response to interferon-gamma,cellular response to oxidative stress,negative regulation of histone acetylation,regulation of locomotion,dopamine biosynthetic process,dopamine metabolic process,response to drug,mitochondrial ATP synthesis coupled electron transport,regulation of macrophage activation,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of neuron apoptotic process,cellular response to fibroblast growth factor stimulus,positive regulation of endocytosis,negative regulation of exocytosis,negative regulation of dopamine metabolic process,regulation of neurotransmitter secretion,behavioral response to cocaine,regulation of neuronal synaptic plasticity,regulation of long-term neuronal synaptic plasticity,synaptic vesicle endocytosis,synaptic vesicle transport,positive regulation of inflammatory response,positive regulation of synaptic transmission,synapse organization,regulation of acyl-CoA biosynthetic process,positive regulation of release of sequestered calcium ion into cytosol,negative regulation of dopamine uptake involved in synaptic transmission,negative regulation of serotonin uptake,negative regulation of norepinephrine uptake,oxidation-reduction process,excitatory postsynaptic potential,long-term synaptic potentiation,positive regulation of inositol phosphate biosynthetic process,membrane organization,negative regulation of thrombin-activated receptor signaling pathway,response to interleukin-1,cellular response to copper ion,positive regulation of protein serine/threonine kinase activity,negative regulation of neuron death,positive regulation of neuron death,positive regulation of glutathione peroxidase activity,positive regulation of hydrogen peroxide catabolic process,negative regulation of chaperone-mediated autophagy,Requires Ontology,regulation of reactive oxygen species metabolic process;","magnesium ion binding,copper ion binding,calcium ion binding,protein binding,phospholipid binding,microtubule binding,ferrous iron binding,zinc ion binding,oxidoreductase activity,kinesin binding,protein domain specific binding,Hsp70 protein binding,histone binding,identical protein binding,alpha-tubulin binding,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,phospholipase binding,protein N-terminus binding,tau protein binding,beta-tubulin binding,arachidonic acid binding,phosphoprotein binding,dynein complex binding,cuprous ion binding;",2.6960713234615987E-10,2,1,3,2,3,3,1,2,2,0,3,2,3,3,0,2,12.632453918457031,NaN,4.519531726837158,8.792325019836426,4.297216415405273,2.258129596710205,NaN,2.2132275104522705
Impact,Protein IMPACT,O55091,IMPCT_MOUSE,"cytoplasm,polysome","negative regulation of transcription from RNA polymerase II promoter,negative regulation of protein phosphorylation,regulation of translational initiation,negative regulation of protein complex assembly,negative regulation of protein autophosphorylation,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of neuron differentiation,negative regulation of cell death,regulation of eIF2 alpha phosphorylation by amino acid starvation,cellular response to hydrogen peroxide,positive regulation of translational initiation in response to starvation,cellular response to acidic pH,cellular response to UV-C,cellular response to benomyl,negative regulation of transcription from RNA polymerase II promoter in response to stress,neuron projection extension,cellular response to leucine starvation","actin binding,protein binding,ribosome binding",4.680970794910465E-05,Filtered,2,1,1,Filtered,1,1,1,Filtered,2,0,1,Filtered,1,1,1,Filtered,1.5137776136398315,NaN,8.038753509521484,Filtered,2.0704128742218018,1.980607271194458,4.02100133895874
Dsg2,Desmoglein-2,O55111,DSG2_MOUSE,"plasma membrane,cell surface,intercalated disc,integral component of membrane,apical plasma membrane,lateral plasma membrane,desmosome,extracellular exosome","desmosome organization,Purkinje myocyte development,cell adhesion,homophilic cell adhesion via plasma membrane adhesion molecules,response to progesterone,maternal process involved in female pregnancy,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,regulation of heart rate by cardiac conduction,regulation of ventricular cardiac muscle cell action potential","calcium ion binding,cell adhesion molecule binding",0.00021502259399411376,Filtered,2,Filtered,1,2,Filtered,2,2,Filtered,2,Filtered,1,2,Filtered,2,2,Filtered,14.755010604858398,Filtered,8.194513320922852,8.222296714782715,Filtered,5.007019519805908,5.549185752868652
Nipsnap1,Protein NipSnap homolog 1,O55125,NIPS1_MOUSE,"mitochondrion,mitochondrial inner membrane,membrane,synaptic membrane",sensory perception of pain,"protein binding,neurotransmitter binding",2.1751951888999966E-43,20,20,20,20,20,20,17,20,20,20,20,20,20,20,17,20,1407.5037841796875,656.3383178710938,1253.9097900390625,1797.659423828125,1205.1937255859375,1327.3834228515625,389.3428955078125,679.361083984375
Eif6,Eukaryotic translation initiation factor 6,O55135,IF6_MOUSE,"nucleus,lamin filament,nucleoplasm,nucleolus,cytoplasm,cytosol,intermediate filament,preribosome, large subunit precursor,extracellular exosome","ribosomal subunit export from nucleus,maturation of 5.8S rRNA,maturation of LSU-rRNA,regulation of glycolytic process,translational initiation,response to insulin,gene silencing by miRNA,miRNA mediated inhibition of translation,mature ribosome assembly,regulation of fatty acid biosynthetic process,regulation of megakaryocyte differentiation,positive regulation of translation,assembly of large subunit precursor of preribosome,regulation of reactive oxygen species metabolic process","translation initiation factor activity,ribosome binding,ribosomal large subunit binding",1.466252990785306E-35,9,10,10,9,9,10,10,10,9,10,10,9,9,10,10,10,91.64624786376953,387.3837890625,93.1019287109375,241.14254760742188,106.498779296875,118.22581481933594,467.15997314453125,340.4580078125
Acot1,Acyl-coenzyme A thioesterase 1,O55137,ACOT1_MOUSE,"cytoplasm,mitochondrion","long-chain fatty acid metabolic process,acyl-CoA metabolic process","palmitoyl-CoA hydrolase activity,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity,Requires Ontology",2.4653662493991737E-39,22,21,21,15,20,21,21,22,22,21,21,15,20,21,21,22,2047.0931396484375,1770.729248046875,2460.84375,486.19720458984375,2646.7412109375,1894.0318603515625,1052.1739501953125,2043.8082275390625
Rpl35a,60S ribosomal protein L35a,O55142,RL35A_MOUSE,"mitochondrion,membrane,cytosolic large ribosomal subunit,extracellular matrix,extracellular exosome","cytoplasmic translation,rRNA processing,ribosomal large subunit biogenesis","RNA binding,structural constituent of ribosome",3.909573854317699E-31,7,7,7,7,8,8,7,8,7,7,7,7,8,8,7,8,490.20867919921875,936.1701049804688,482.7644348144531,752.5305786132812,490.74560546875,563.340576171875,862.1221923828125,742.6694946289062
Atp2a2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,O55143,AT2A2_MOUSE,"nucleoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,vesicle membrane,longitudinal sarcoplasmic reticulum,membrane,sarcoplasmic reticulum,extrinsic component of cytoplasmic side of plasma membrane,sarcoplasmic reticulum membrane,protein complex,perinuclear region of cytoplasm,calcium ion-transporting ATPase complex,ribbon synapse,intercalated disc","regulation of the force of heart contraction,cellular calcium ion homeostasis,regulation of muscle contraction,ER-nucleus signaling pathway,organelle organization,regulation of cardiac muscle contraction by calcium ion signaling,transition between fast and slow fiber,cardiac muscle hypertrophy in response to stress,endoplasmic reticulum calcium ion homeostasis,positive regulation of endoplasmic reticulum calcium ion concentration,T-tubule organization,cellular response to oxidative stress,negative regulation of heart contraction,relaxation of cardiac muscle,sarcoplasmic reticulum calcium ion transport,calcium ion transmembrane transport,regulation of cardiac muscle cell membrane potential,regulation of cardiac muscle cell action potential involved in regulation of contraction,Requires Ontology,regulation of calcium ion-dependent exocytosis of neurotransmitter,calcium ion transport from cytosol to endoplasmic reticulum,calcium ion import into sarcoplasmic reticulum","calcium-transporting ATPase activity,calcium ion binding,protein binding,ATP binding,protein C-terminus binding,enzyme binding,lutropin-choriogonadotropic hormone receptor binding,S100 protein binding,calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential",7.074232404986434E-45,41,38,40,33,39,39,41,38,41,38,40,33,39,39,41,38,390.1123046875,363.380859375,432.2536315917969,321.5826416015625,415.49322509765625,383.89697265625,315.4453430175781,328.1781921386719
Supt5h,Transcription elongation factor SPT5;Isoform 2 of Transcription elongation factor SPT5,O55201;O55201-2,SPT5H_MOUSE,"nucleus,nucleoplasm,DSIF complex;","negative regulation of transcription from RNA polymerase II promoter,DNA-templated transcription, elongation,regulation of transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,mRNA processing,positive regulation of macroautophagy,negative regulation of DNA-templated transcription, elongation,positive regulation of DNA-templated transcription, elongation,positive regulation of transcription from RNA polymerase II promoter,negative regulation of mRNA polyadenylation;","DNA binding,chromatin binding,RNA binding,mRNA binding,enzyme binding,protein heterodimerization activity;",1.1367049846357057E-28,8,9,7,10,6,8,10,10,8,9,7,10,6,8,10,10,12.334868431091309,27.347190856933594,8.644089698791504,11.66565990447998,12.836336135864258,12.27782154083252,28.133569717407227,29.511499404907227
Ilk,Integrin-linked protein kinase,O55222,ILK_MOUSE,"nucleoplasm,cytoplasm,cytosol,plasma membrane,cell-cell junction,focal adhesion,membrane,sarcomere,lamellipodium,cell junction,neuronal cell body,costamere,terminal bouton,dendritic shaft,protein complex,stress fiber","MAPK cascade,branching involved in ureteric bud morphogenesis,positive regulation of cell-matrix adhesion,outflow tract morphogenesis,protein phosphorylation,negative regulation of protein kinase activity,cell cycle arrest,cell-matrix adhesion,integrin-mediated signaling pathway,cell aging,positive regulation of cell proliferation,negative regulation of cardiac muscle cell apoptotic process,fibroblast migration,Schwann cell development,negative regulation of smooth muscle cell migration,peptidyl-serine phosphorylation,nerve development,myelination in peripheral nervous system,cell projection organization,positive regulation of cell migration,positive regulation of BMP signaling pathway,myelin assembly,regulation of actin cytoskeleton organization,tumor necrosis factor-mediated signaling pathway,substrate adhesion-dependent cell spreading,positive regulation of phosphorylation,positive regulation of MAP kinase activity,protein kinase B signaling,negative regulation of neuron apoptotic process,establishment or maintenance of epithelial cell apical/basal polarity,positive regulation of myoblast differentiation,positive regulation of osteoblast differentiation,positive regulation of axon extension,positive regulation of transcription, DNA-templated,negative regulation of smooth muscle cell proliferation,neuron projection morphogenesis,positive regulation of dendrite morphogenesis,protein heterooligomerization,positive regulation of protein kinase B signaling,platelet aggregation,positive regulation of canonical Wnt signaling pathway,fibril organization,positive regulation of NIK/NF-kappaB signaling,negative regulation of neural precursor cell proliferation","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,integrin binding,protein binding,ATP binding,SH3 domain binding,protein kinase binding",9.562395064896249E-45,18,20,19,19,20,18,20,20,18,20,19,19,20,18,20,20,225.96035766601562,420.9735412597656,242.77471923828125,297.6170959472656,258.249267578125,208.7026824951172,434.3326110839844,346.2780456542969
Chkb,Choline/ethanolamine kinase,O55229,CHKB_MOUSE,,"phosphatidylethanolamine biosynthetic process,phosphatidylcholine biosynthetic process,CDP-choline pathway,muscle organ development,phosphorylation","choline kinase activity,ethanolamine kinase activity,ATP binding",3.4085715052942974E-17,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2.937882661819458,10.4043607711792,5.380279064178467,6.6516242027282715,0.8586692214012146,2.81554913520813,7.390813827514648,4.693630695343018
Psmb5,Proteasome subunit beta type-5,O55234,PSB5_MOUSE,"proteasome complex,nucleus,nucleoplasm,centrosome,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome","proteolysis,response to oxidative stress,proteasome-mediated ubiquitin-dependent protein catabolic process","threonine-type endopeptidase activity,peptidase activity",2.440029118690283E-44,11,12,12,12,11,12,12,13,11,12,12,12,11,12,12,13,188.70892333984375,201.5140838623047,194.22239685058594,230.2699432373047,215.13128662109375,179.56495666503906,186.6196746826172,193.9311065673828
Ncf2,Neutrophil cytosol factor 2,O70145,NCF2_MOUSE,"acrosomal vesicle,nucleolus,cytoplasm,cytosol,NADPH oxidase complex","NADP catabolic process,superoxide metabolic process,phagocytosis,superoxide anion generation,positive regulation of catalytic activity,respiratory burst,oxidation-reduction process","protein binding,protein C-terminus binding,superoxide-generating NADPH oxidase activator activity,Rac GTPase binding,superoxide-generating NADPH oxidase activity",2.1398862443474222E-61,2,3,Filtered,5,1,3,4,4,2,3,Filtered,5,0,3,4,4,8.916424751281738,24.45058250427246,Filtered,132.23487854003906,NaN,26.22258758544922,52.615821838378906,24.21922492980957
Pip4k2a,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,O70172,PI42A_MOUSE,"nucleus,autophagosome,plasma membrane","regulation of autophagy,megakaryocyte development,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly","protein binding,ATP binding,1-phosphatidylinositol-5-phosphate 4-kinase activity",3.308110947166597E-30,1,3,Filtered,4,1,1,4,4,1,3,Filtered,4,1,1,4,4,9.620994567871094,7.462003231048584,Filtered,14.48983097076416,6.444823741912842,15.037572860717773,27.279491424560547,20.58194923400879
Eif3d,Eukaryotic translation initiation factor 3 subunit D,O70194,EIF3D_MOUSE,"eukaryotic translation initiation factor 3 complex,membrane,eukaryotic translation initiation factor 3 complex, eIF3m","formation of cytoplasmic translation initiation complex,cap-dependent translational initiation,translational initiation,positive regulation of translation,IRES-dependent viral translational initiation,viral translational termination-reinitiation,positive regulation of mRNA binding","RNA binding,mRNA cap binding,translation initiation factor activity",1.3846697326256763E-59,15,17,14,16,16,15,17,15,15,17,14,16,16,15,17,15,102.37692260742188,191.69895935058594,110.6063003540039,204.78785705566406,101.67001342773438,121.51892852783203,204.6970977783203,191.9435272216797
Pgam2,Phosphoglycerate mutase 2,O70250,PGAM2_MOUSE,"nucleus,cytosol,extracellular exosome","gluconeogenesis,glycolytic process,striated muscle contraction,Notch signaling pathway,spermatogenesis,regulation of pentose-phosphate shunt,response to mercury ion","bisphosphoglycerate mutase activity,phosphoglycerate mutase activity,protein binding,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity,cofactor binding",2.249824647358567E-38,17,16,17,15,16,18,15,16,17,16,17,15,16,18,15,16,687.8580932617188,277.4687194824219,612.1765747070312,190.94595336914062,708.1122436523438,725.7264404296875,209.7932586669922,253.4837188720703
Eef1b,Elongation factor 1-beta,O70251,EF1B_MOUSE,"cytoplasm,eukaryotic translation elongation factor 1 complex,endoplasmic reticulum","translational elongation,response to ethanol","translation elongation factor activity,protein binding",6.430485514278076E-30,8,9,9,8,8,8,9,9,8,9,9,8,8,8,9,9,383.3373718261719,570.1834716796875,465.5472717285156,677.3002319335938,396.2049560546875,390.2404479980469,735.5191040039062,546.9246215820312
Hmox2,Heme oxygenase 2,O70252,HMOX2_MOUSE,"endoplasmic reticulum,plasma membrane,membrane","response to hypoxia,heme oxidation,response to oxidative stress,heme catabolic process,iron ion homeostasis","heme oxygenase (decyclizing) activity,heme binding,metal ion binding",1.9781817843725228E-16,6,6,5,5,6,5,7,5,6,6,5,5,6,5,7,5,19.036895751953125,28.706438064575195,7.001933574676514,19.37802505493164,12.805895805358887,12.477426528930664,25.5423583984375,14.282363891601562
Ptp4a2,Protein tyrosine phosphatase type IVA 2,O70274,TP4A2_MOUSE,"nucleus,cytoplasm,early endosome,plasma membrane,extracellular exosome",peptidyl-tyrosine dephosphorylation,protein tyrosine phosphatase activity,1.024004810940953E-09,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,7.9414496421813965,5.384988307952881,5.046799659729004,2.9036524295806885,2.2443933486938477,4.201406478881836,3.0228683948516846,5.172482013702393
Nmt1,Glycylpeptide N-tetradecanoyltransferase 1,O70310,NMT1_MOUSE,"cytoplasm,cytosol,plasma membrane,extrinsic component of membrane","in utero embryonic development,N-terminal protein myristoylation,N-terminal peptidyl-glycine N-myristoylation,cellular ketone metabolic process","glycylpeptide N-tetradecanoyltransferase activity,myristoyltransferase activity",1.5259087195612372E-37,7,7,5,6,7,7,9,9,7,7,5,6,7,7,9,9,55.64358139038086,50.08110046386719,67.26448059082031,47.11772155761719,50.825096130371094,32.65699005126953,48.43913269042969,43.615657806396484
Epb41l2,Band 4.1-like protein 2,O70318,E41L2_MOUSE,"nucleus,nucleoplasm,cytoskeleton,plasma membrane,focal adhesion,actin cytoskeleton,cell junction,extracellular exosome,cell cortex region,COP9 signalosome","transport,cell cycle,regulation of cell shape,actin cytoskeleton organization,cortical actin cytoskeleton organization,actomyosin structure organization,cell division,positive regulation of protein localization to cell cortex","actin binding,structural constituent of cytoskeleton,protein binding,spectrin binding,PH domain binding",4.959068716469119E-38,17,20,17,18,15,15,23,22,17,20,17,18,15,15,23,22,41.31867980957031,78.13273620605469,28.899057388305664,137.11741638183594,33.05281066894531,35.19782257080078,101.04486083984375,95.49112701416016
Emc8,ER membrane protein complex subunit 8,O70378,EMC8_MOUSE,"cytoplasm,mitochondrion,cytosol,membrane,ER membrane protein complex",biological_process,molecular_function,2.5897929505749825E-31,5,7,7,7,7,6,7,7,5,7,7,7,7,6,7,7,30.360599517822266,44.84874725341797,39.433624267578125,39.67416000366211,25.008150100708008,33.21445846557617,28.98121452331543,28.39803695678711
Pdlim1,PDZ and LIM domain protein 1,O70400,PDLI1_MOUSE,"transcription factor complex,cytoplasm,cytoskeleton,cell-cell adherens junction,focal adhesion","response to hypoxia,regulation of transcription, DNA-templated,cell-cell adhesion","transcription coactivator activity,protein binding,metal ion binding,cadherin binding involved in cell-cell adhesion",1.9271392937824163E-59,11,13,10,14,11,12,14,13,11,13,10,14,11,12,14,13,24.523576736450195,64.04349517822266,20.888853073120117,157.2120361328125,19.94045639038086,24.19682502746582,118.9437255859375,67.04067993164062
Aoc3,Membrane primary amine oxidase;Isoform 2 of Membrane primary amine oxidase,O70423;O70423-2,AOC3_MOUSE,"cytoplasm,early endosome,endoplasmic reticulum,Golgi apparatus,plasma membrane,microvillus,cell surface,integral component of membrane;","cell adhesion,amine metabolic process,response to antibiotic,oxidation-reduction process,negative regulation of primary amine oxidase activity;","copper ion binding,calcium ion binding,primary amine oxidase activity,protein heterodimerization activity,quinone binding,tryptamine:oxygen oxidoreductase (deaminating) activity,aminoacetone:oxygen oxidoreductase(deaminating) activity,aliphatic-amine oxidase activity,phenethylamine:oxygen oxidoreductase (deaminating) activity;",3.0387885168442214E-21,3,1,2,7,3,5,6,7,3,1,2,7,3,5,6,7,2.6671929359436035,3.8608145713806152,5.792157173156738,28.752851486206055,1.5741169452667236,3.8029160499572754,7.537276744842529,12.939085960388184
Fhl2,Four and a half LIM domains protein 2,O70433,FHL2_MOUSE,"nucleus,focal adhesion,Z disc,M band","negative regulation of transcription from RNA polymerase II promoter,osteoblast differentiation,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,response to hormone,negative regulation of apoptotic process,negative regulation of transcription, DNA-templated,atrial cardiac muscle cell development,ventricular cardiac muscle cell development,heart trabecula formation","protein binding,transcription factor binding,identical protein binding,metal ion binding",3.9846268314174356E-42,12,14,8,12,11,8,14,14,12,14,8,12,11,8,14,14,42.19102096557617,95.45049285888672,34.924495697021484,73.6487045288086,39.11758041381836,33.24797058105469,100.94082641601562,98.84048461914062
Psma3,Proteasome subunit alpha type-3,O70435,PSA3_MOUSE,"proteasome complex,nucleus,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,synapse,extracellular exosome","ubiquitin-dependent protein catabolic process,regulation of endopeptidase activity","threonine-type endopeptidase activity,protein binding",1.462973796408004E-51,10,13,9,12,10,11,14,11,10,13,9,12,10,11,14,11,190.32554626464844,260.9608459472656,156.1367645263672,341.9404296875,193.73165893554688,164.7522430419922,284.8281555175781,247.44659423828125
Stx7,Syntaxin-7;Syntaxin 7,O70439;Q8BH40,STX7_MOUSE;Q8BH40_MOUSE,"immunological synapse,lysosome,lysosomal membrane,endosome,early endosome,late endosome,plasma membrane,endomembrane system,integral component of membrane,endocytic vesicle,SNARE complex,early endosome membrane,vesicle,azurophil granule,perinuclear region of cytoplasm,recycling endosome,extracellular exosome,tertiary granule;","positive regulation of T cell mediated cytotoxicity,intracellular protein transport,vesicle fusion,vesicle docking,organelle localization,regulation of molecular function,organelle assembly,positive regulation of receptor localization to synapse,regulation of protein localization to plasma membrane;","SNARE binding,SNAP receptor activity,protein binding,chloride channel inhibitor activity,syntaxin binding;",1.050626840279562E-49,11,11,10,9,10,10,10,10,11,11,10,9,10,10,10,10,204.4530029296875,175.34291076660156,216.5792999267578,93.31915283203125,194.3632049560547,180.5729217529297,179.8223419189453,163.8399200439453
Slc16a7,Monocarboxylate transporter 2,O70451,MOT2_MOUSE,"integral component of plasma membrane,integral component of membrane","lactate transmembrane transport,pyruvate transmembrane transport","monocarboxylic acid transmembrane transporter activity,lactate transmembrane transporter activity,symporter activity,pyruvate transmembrane transporter activity",0.0002607525981260364,2,Filtered,2,Filtered,1,1,2,Filtered,2,Filtered,2,Filtered,1,1,2,Filtered,23.75619125366211,Filtered,3.0416698455810547,Filtered,12.426420211791992,10.769150733947754,3.0954854488372803,Filtered
